order_id,retailer_id,product_id,quantity,price,order_ts
81,390,58,1,25.86,2025-03-21T00:44:41.820455
82,251,209,1,50.0,2024-12-09T15:37:23.820455
82,251,1222,1,42.43,2024-12-09T15:37:23.820455
82,251,1364,1,15.2,2024-12-09T15:37:23.820455
83,296,1601,1,28.61,2024-11-12T09:28:19.820455
84,138,346,1,39.87,2024-11-15T09:18:17.820455
84,138,1876,1,101.14,2024-11-15T09:18:17.820455
84,138,5,1,27.46,2024-11-15T09:18:17.820455
85,213,278,1,20.49,2024-10-21T00:06:23.820455
85,213,87,1,68.88,2024-10-21T00:06:23.820455
86,232,650,1,57.8,2024-11-12T13:11:47.820455
87,325,1051,1,20.08,2024-10-26T13:50:11.820455
87,325,1018,1,22.49,2024-10-26T13:50:11.820455
87,325,1790,1,96.77,2024-10-26T13:50:11.820455
88,207,1031,1,26.95,2024-10-23T05:13:11.820455
88,207,1445,1,45.59,2024-10-23T05:13:11.820455
89,384,739,3,125.51,2024-11-06T20:34:36.820455
90,356,1180,1,13.7,2024-10-04T23:53:03.820455
90,356,1058,1,84.62,2024-10-04T23:53:03.820455
91,233,1220,1,184.22,2024-10-12T04:12:57.820455
92,168,1803,1,18.79,2024-10-14T07:38:07.820455
93,2,304,1,53.96,2024-11-09T13:50:17.820455
93,2,1731,2,27.69,2024-11-09T13:50:17.820455
93,2,199,1,34.69,2024-11-09T13:50:17.820455
94,375,1564,1,67.17,2024-11-17T03:08:18.820455
95,326,830,1,26.43,2024-10-14T23:29:21.820455
95,326,1979,1,17.84,2024-10-14T23:29:21.820455
96,436,982,1,46.54,2024-10-30T12:45:09.820455
96,436,431,1,12.85,2024-10-30T12:45:09.820455
97,408,1212,1,19.02,2025-04-16T05:54:17.820455
97,408,1137,1,85.76,2025-04-16T05:54:17.820455
98,204,991,1,39.12,2024-09-26T18:22:40.820455
99,496,319,1,42.92,2024-09-28T02:05:23.820455
100,423,1149,1,118.58,2024-10-17T18:09:36.820455
101,254,941,1,11.89,2024-10-25T20:13:26.820455
102,166,879,1,32.68,2025-01-23T20:46:20.820455
103,173,1241,1,24.45,2024-12-09T06:22:26.820455
104,296,1264,1,15.85,2024-10-07T15:12:06.820455
105,290,1761,1,122.97,2024-09-28T04:07:03.820455
106,404,78,1,26.07,2024-11-11T22:57:43.820455
107,458,902,1,24.18,2024-11-08T12:12:34.820455
108,24,623,2,149.25,2025-02-06T14:04:20.820455
108,24,1149,1,118.58,2025-02-06T14:04:20.820455
109,321,657,1,33.49,2025-03-14T03:10:47.820455
110,9,325,1,14.81,2024-10-21T14:58:13.820455
111,476,1242,1,28.14,2025-05-09T16:11:56.820455
111,476,158,1,48.38,2025-05-09T16:11:56.820455
112,226,1187,1,15.09,2024-10-16T03:04:05.820455
113,1,556,1,23.82,2024-11-03T02:01:21.820455
114,104,1673,1,24.21,2024-10-08T15:14:59.820455
114,104,1251,1,43.15,2024-10-08T15:14:59.820455
115,452,933,2,10.4,2024-12-25T10:06:45.820455
115,452,1625,1,148.21,2024-12-25T10:06:45.820455
115,452,995,2,14.86,2024-12-25T10:06:45.820455
116,155,871,1,28.74,2024-10-13T16:14:06.820455
117,448,79,1,35.64,2024-09-30T20:25:25.820455
118,48,1098,1,6.7,2024-11-14T10:16:47.820455
119,185,696,1,25.85,2024-12-31T19:33:48.820455
119,185,236,2,54.99,2024-12-31T19:33:48.820455
120,43,1589,1,17.08,2024-10-09T23:59:07.820455
121,341,804,2,22.88,2024-11-18T10:04:23.820455
122,85,1612,1,9.48,2024-11-09T12:19:56.820455
123,203,1920,1,22.7,2024-10-18T09:13:28.820455
124,157,1859,1,41.72,2024-11-30T18:58:18.820455
125,220,1038,1,10.26,2024-11-27T10:18:44.820455
126,47,1683,1,16.07,2024-10-17T13:54:44.820455
127,1,939,1,40.25,2024-09-27T18:13:02.820455
127,1,1931,1,12.38,2024-09-27T18:13:02.820455
128,245,1672,1,24.69,2024-10-02T13:17:04.820455
129,68,804,1,22.88,2024-12-21T08:03:43.820455
130,116,439,1,8.48,2025-01-10T05:21:33.820455
130,116,1451,1,42.4,2025-01-10T05:21:33.820455
131,349,756,1,272.03,2024-10-09T02:39:04.820455
131,349,864,1,139.31,2024-10-09T02:39:04.820455
131,349,980,2,60.85,2024-10-09T02:39:04.820455
132,5,502,1,152.56,2024-10-08T10:44:25.820455
133,357,317,1,57.14,2024-11-04T22:57:21.820455
134,419,1883,1,12.34,2025-04-30T14:50:15.820455
134,419,1550,1,88.37,2025-04-30T14:50:15.820455
134,419,888,1,24.84,2025-04-30T14:50:15.820455
135,441,656,2,34.72,2024-11-06T01:49:22.820455
136,356,480,1,81.1,2024-09-27T15:15:33.820455
137,245,1303,1,28.79,2024-11-23T13:01:32.820455
138,118,1162,1,207.01,2024-10-09T00:23:38.820455
139,46,1532,1,8.05,2024-10-31T14:10:34.820455
140,53,1695,1,36.64,2025-01-13T21:51:20.820455
141,189,1980,1,45.86,2024-09-30T21:20:32.820455
141,189,1249,1,39.93,2024-09-30T21:20:32.820455
141,189,1894,1,30.34,2024-09-30T21:20:32.820455
142,71,604,1,97.96,2024-11-25T00:22:53.820455
143,397,1625,1,148.21,2024-09-26T15:17:40.820455
144,329,1007,1,67.77,2024-10-22T15:38:53.820455
145,36,1855,1,73.73,2025-03-01T05:45:43.820455
145,36,355,1,32.62,2025-03-01T05:45:43.820455
145,36,825,1,23.19,2025-03-01T05:45:43.820455
146,289,1766,1,16.87,2024-10-14T10:45:19.820455
147,313,1532,2,8.05,2024-12-20T10:06:48.820455
148,85,757,1,49.14,2024-10-01T02:28:13.820455
149,180,940,1,21.09,2024-10-13T18:12:14.820455
149,180,8,1,61.19,2024-10-13T18:12:14.820455
150,322,825,1,23.19,2024-10-02T15:57:29.820455
150,322,1468,1,45.41,2024-10-02T15:57:29.820455
151,471,1740,2,130.12,2024-10-07T01:26:12.820455
152,316,673,1,25.17,2024-09-30T02:33:13.820455
152,316,1130,1,43.08,2024-09-30T02:33:13.820455
153,441,1875,1,94.47,2024-12-18T18:21:23.820455
153,441,272,1,10.5,2024-12-18T18:21:23.820455
154,45,966,1,104.8,2024-10-15T14:06:17.820455
155,72,68,2,73.91,2024-10-21T14:55:51.820455
156,302,1502,1,21.31,2024-11-18T00:25:44.820455
157,180,860,2,54.95,2025-05-30T02:04:49.820455
157,180,1421,1,50.94,2025-05-30T02:04:49.820455
157,180,273,1,83.98,2025-05-30T02:04:49.820455
158,162,1476,1,55.62,2024-12-17T15:32:16.820455
159,127,1765,1,27.2,2024-10-05T20:31:51.820455
160,331,1635,1,25.33,2024-11-28T13:30:51.820455
160,331,1153,1,19.86,2024-11-28T13:30:51.820455
161,128,271,1,104.9,2024-10-31T06:35:43.820455
162,308,1483,1,131.84,2024-11-19T08:17:33.820455
162,308,913,1,40.43,2024-11-19T08:17:33.820455
163,370,1800,1,33.68,2024-10-01T08:34:07.820455
164,146,1755,1,49.85,2024-10-03T11:25:24.820455
164,146,522,1,51.15,2024-10-03T11:25:24.820455
165,435,762,1,36.51,2025-01-21T10:25:07.820455
166,449,290,1,20.12,2024-10-05T21:25:46.820455
167,106,1250,1,9.54,2024-10-30T05:17:51.820455
168,311,1808,1,49.75,2024-10-25T04:59:53.820455
169,97,1833,2,70.99,2024-10-12T00:42:36.820455
170,152,1026,1,46.95,2024-10-15T09:58:23.820455
171,28,362,1,112.86,2025-03-26T19:09:39.820455
172,254,706,1,53.77,2024-09-27T00:29:47.820455
173,58,1240,2,121.84,2024-10-25T19:13:28.820455
174,256,88,1,43.08,2024-10-14T09:40:43.820455
175,305,1079,1,110.01,2024-10-06T13:01:56.820455
176,271,1692,1,22.65,2024-09-29T10:53:10.820455
177,185,1052,1,45.45,2024-12-14T21:58:09.820455
178,68,1268,2,16.07,2024-12-16T00:31:52.820455
179,441,1281,1,36.85,2024-12-28T07:08:27.820455
180,216,1767,1,188.06,2024-11-09T23:45:04.820455
180,216,1585,1,46.67,2024-11-09T23:45:04.820455
181,280,254,1,75.64,2025-03-07T16:44:14.820455
182,391,962,1,95.9,2025-01-14T03:35:45.820455
183,489,914,1,116.98,2024-11-20T13:06:16.820455
184,9,1080,1,65.38,2025-01-20T07:49:55.820455
185,35,1014,1,19.08,2024-10-30T10:56:56.820455
186,135,1076,1,22.31,2024-10-18T18:18:06.820455
187,21,1411,1,95.83,2025-03-17T12:38:54.820455
188,486,206,1,15.64,2024-11-20T00:56:12.820455
189,260,225,1,22.7,2024-12-29T20:52:39.820455
190,322,212,1,82.14,2024-10-01T04:41:22.820455
191,393,1635,1,25.33,2025-03-02T01:34:20.820455
192,217,1619,1,23.55,2025-01-28T01:05:36.820455
193,43,12,1,22.81,2024-10-22T09:46:05.820455
193,43,290,1,20.12,2024-10-22T09:46:05.820455
194,275,1071,1,31.9,2024-10-21T06:01:20.820455
194,275,9,2,22.75,2024-10-21T06:01:20.820455
194,275,1853,1,12.74,2024-10-21T06:01:20.820455
195,316,1726,1,78.95,2024-11-15T16:00:21.820455
196,143,976,1,7.3,2025-03-15T13:29:26.820455
197,159,978,1,5.0,2024-10-03T13:19:26.820455
198,262,188,1,31.24,2024-11-01T17:50:42.820455
199,499,1812,1,37.24,2024-11-14T16:06:14.820455
200,275,180,1,291.82,2024-11-02T22:20:36.820455
201,201,496,1,50.96,2024-12-03T07:47:54.820455
201,201,28,1,44.73,2024-12-03T07:47:54.820455
202,325,808,1,22.58,2024-11-21T10:06:24.820455
202,325,1349,2,11.1,2024-11-21T10:06:24.820455
203,349,513,1,27.35,2024-11-01T09:51:48.820455
204,34,1294,1,64.77,2024-10-16T21:44:23.820455
205,358,139,1,63.49,2024-11-21T02:22:31.820455
205,358,423,1,27.14,2024-11-21T02:22:31.820455
206,374,1179,1,15.02,2024-10-05T19:08:07.820455
206,374,516,1,60.6,2024-10-05T19:08:07.820455
207,30,915,1,30.68,2025-02-14T19:20:53.820455
207,30,1133,1,120.42,2025-02-14T19:20:53.820455
208,45,1568,1,50.04,2024-10-10T02:15:57.820455
209,60,1065,1,24.78,2024-10-13T02:57:13.820455
210,314,133,1,14.16,2024-10-06T08:36:49.820455
210,314,1418,1,41.05,2024-10-06T08:36:49.820455
211,29,69,1,44.23,2024-10-19T21:42:28.820455
211,29,489,1,127.7,2024-10-19T21:42:28.820455
211,29,800,1,33.91,2024-10-19T21:42:28.820455
212,342,1675,1,120.58,2024-12-09T10:24:21.820455
213,380,381,1,16.92,2024-10-23T16:50:31.820455
213,380,233,2,34.35,2024-10-23T16:50:31.820455
214,62,290,1,20.12,2024-10-05T10:54:29.820455
215,363,82,1,44.07,2024-10-31T15:26:33.820455
216,360,1402,1,50.87,2024-12-31T10:51:36.820455
217,84,705,1,9.53,2024-10-10T04:31:14.820455
217,84,523,1,19.49,2024-10-10T04:31:14.820455
218,488,1752,1,56.96,2025-01-12T23:04:12.820455
218,488,1519,1,14.59,2025-01-12T23:04:12.820455
219,268,275,1,15.1,2024-11-02T05:16:42.820455
220,401,1258,1,46.3,2024-12-20T19:53:09.820455
221,86,1427,1,171.57,2024-10-16T23:59:10.820455
222,65,1882,1,120.6,2024-11-05T20:13:56.820455
223,376,513,1,27.35,2024-11-11T14:44:42.820455
224,395,1803,1,18.79,2024-11-21T11:30:56.820455
225,172,933,1,10.4,2024-11-04T02:04:41.820455
226,140,626,1,22.0,2025-02-07T05:31:11.820455
227,33,1692,1,22.65,2024-10-07T20:01:14.820455
228,365,1192,1,11.39,2024-10-15T07:26:31.820455
229,322,894,1,84.39,2024-11-03T13:15:10.820455
230,255,1095,1,59.51,2025-03-06T03:01:12.820455
231,262,110,1,31.2,2024-10-30T23:33:31.820455
232,29,592,1,22.6,2024-10-08T04:38:13.820455
233,440,1863,1,62.48,2024-12-31T07:05:11.820455
234,86,866,1,24.28,2025-05-08T23:50:02.820455
234,86,39,1,11.44,2025-05-08T23:50:02.820455
235,81,1811,1,22.5,2024-12-21T19:44:07.820455
236,396,1234,1,260.8,2024-10-19T14:11:36.820455
237,458,1147,1,13.78,2024-10-07T07:20:32.820455
238,346,1263,1,50.96,2024-10-01T14:38:46.820455
238,346,384,3,21.75,2024-10-01T14:38:46.820455
238,346,764,2,30.67,2024-10-01T14:38:46.820455
239,117,429,1,77.23,2024-11-01T04:58:21.820455
239,117,1671,2,27.35,2024-11-01T04:58:21.820455
240,2,596,2,22.02,2024-10-03T12:03:01.820455
240,2,1365,1,86.25,2024-10-03T12:03:01.820455
241,440,1062,1,5.0,2024-10-14T10:53:39.820455
241,440,1874,1,61.79,2024-10-14T10:53:39.820455
242,126,1574,1,11.19,2024-10-29T12:07:15.820455
243,242,1152,1,5.91,2024-11-24T23:41:56.820455
244,197,1184,2,9.43,2024-12-14T15:54:40.820455
245,92,874,1,18.45,2024-11-17T11:44:04.820455
246,284,1996,1,77.95,2024-09-28T10:19:13.820455
247,215,880,1,85.69,2025-01-18T18:37:16.820455
247,215,1187,1,15.09,2025-01-18T18:37:16.820455
248,165,1267,2,30.3,2024-12-09T19:29:09.820455
249,214,902,1,24.18,2024-11-10T22:05:43.820455
250,139,1606,1,15.45,2024-12-10T13:16:57.820455
250,139,1194,2,42.77,2024-12-10T13:16:57.820455
250,139,143,1,9.15,2024-12-10T13:16:57.820455
251,293,89,1,21.68,2024-11-26T00:01:13.820455
251,293,553,1,84.29,2024-11-26T00:01:13.820455
252,62,1475,1,17.67,2024-10-19T04:43:32.820455
253,345,72,1,113.34,2024-11-21T12:21:52.820455
254,92,1633,1,19.79,2024-11-29T18:34:22.820455
255,412,880,1,85.69,2024-11-03T05:13:32.820455
256,24,163,1,83.67,2024-09-29T01:02:39.820455
257,36,410,1,49.98,2025-01-07T03:22:49.820455
258,444,1436,1,41.52,2025-01-07T20:43:31.820455
258,444,1566,1,26.44,2025-01-07T20:43:31.820455
258,444,1583,1,14.69,2025-01-07T20:43:31.820455
259,397,1710,1,15.19,2024-11-21T21:45:32.820455
260,168,1335,1,37.3,2024-10-22T13:35:31.820455
261,284,277,1,38.83,2024-12-14T03:04:35.820455
262,5,379,1,190.92,2024-11-20T23:52:43.820455
263,103,20,2,10.7,2025-01-17T21:03:48.820455
263,103,40,1,38.76,2025-01-17T21:03:48.820455
263,103,295,1,44.06,2025-01-17T21:03:48.820455
264,289,1916,1,21.45,2024-10-06T21:30:43.820455
264,289,1316,1,11.59,2024-10-06T21:30:43.820455
265,379,417,1,114.54,2024-09-29T09:07:09.820455
266,125,1115,1,37.35,2024-10-02T03:20:16.820455
267,189,263,1,5.0,2025-03-28T07:59:23.820455
268,498,1687,1,22.84,2024-11-17T04:24:34.820455
269,396,1333,1,27.92,2024-10-09T17:33:43.820455
270,376,1298,2,26.25,2024-11-01T06:20:47.820455
271,390,1423,1,24.73,2025-02-18T19:22:18.820455
272,78,1869,1,13.84,2024-11-18T10:40:44.820455
273,478,1606,1,15.45,2024-10-04T01:22:33.820455
273,478,254,1,75.64,2024-10-04T01:22:33.820455
273,478,207,1,50.0,2024-10-04T01:22:33.820455
274,13,808,1,22.58,2025-01-31T18:55:48.820455
275,278,1207,1,18.89,2024-11-21T23:03:35.820455
276,326,169,1,27.21,2025-01-17T10:47:46.820455
276,326,322,2,53.31,2025-01-17T10:47:46.820455
276,326,1337,1,20.27,2025-01-17T10:47:46.820455
277,487,785,1,51.82,2024-12-13T22:38:40.820455
278,1,1435,2,28.97,2025-02-07T10:22:43.820455
279,193,718,1,37.35,2024-11-02T21:38:35.820455
279,193,714,1,45.57,2024-11-02T21:38:35.820455
279,193,1355,1,20.88,2024-11-02T21:38:35.820455
280,54,332,1,16.15,2024-12-16T17:55:04.820455
280,54,748,1,18.1,2024-12-16T17:55:04.820455
281,272,383,1,6.05,2024-10-15T19:07:06.820455
281,272,1432,1,63.6,2024-10-15T19:07:06.820455
282,215,1882,1,120.6,2024-10-11T04:21:40.820455
283,493,1126,1,13.24,2024-12-19T12:37:39.820455
284,498,1945,1,54.45,2024-10-23T15:37:50.820455
285,365,812,1,23.29,2024-11-04T20:38:06.820455
286,48,557,1,22.42,2024-12-23T12:02:43.820455
287,472,1267,1,30.3,2025-01-05T18:52:28.820455
288,460,1703,1,55.02,2025-03-11T05:22:14.820455
289,212,257,1,91.24,2024-12-11T00:00:32.820455
289,212,830,1,26.43,2024-12-11T00:00:32.820455
289,212,828,1,21.8,2024-12-11T00:00:32.820455
290,235,193,1,39.3,2024-10-07T13:32:17.820455
291,298,58,1,25.86,2025-01-14T13:55:36.820455
292,259,1424,1,16.92,2025-01-03T15:18:28.820455
293,327,79,1,35.64,2025-01-12T00:48:17.820455
294,39,1144,1,36.62,2024-11-27T07:59:49.820455
294,39,1293,1,32.96,2024-11-27T07:59:49.820455
295,291,210,1,722.12,2024-10-11T12:42:52.820455
295,291,609,1,7.98,2024-10-11T12:42:52.820455
296,223,903,1,33.89,2024-11-09T15:12:21.820455
297,122,1982,1,10.98,2024-10-14T21:03:59.820455
298,134,499,1,16.44,2024-10-08T21:54:57.820455
299,475,919,1,23.17,2024-11-11T00:45:14.820455
300,359,1535,1,22.81,2025-01-12T22:19:31.820455
301,163,1399,1,86.52,2024-10-28T02:55:52.820455
301,163,1566,1,26.44,2024-10-28T02:55:52.820455
301,163,1943,1,41.07,2024-10-28T02:55:52.820455
302,140,1153,1,19.86,2024-10-24T18:57:08.820455
303,39,1268,3,16.07,2024-10-07T17:49:38.820455
303,39,719,1,24.76,2024-10-07T17:49:38.820455
304,70,1632,1,16.83,2025-02-18T07:44:07.820455
305,56,1876,1,101.14,2024-11-05T16:06:18.820455
305,56,167,1,63.92,2024-11-05T16:06:18.820455
305,56,694,1,54.2,2024-11-05T16:06:18.820455
306,55,782,1,11.38,2024-11-26T16:25:53.820455
307,231,1957,1,6.0,2025-03-10T03:24:55.820455
307,231,627,1,15.0,2025-03-10T03:24:55.820455
308,161,1173,1,35.99,2024-11-03T01:14:51.820455
309,62,123,1,101.72,2024-10-18T05:57:33.820455
309,62,979,1,9.33,2024-10-18T05:57:33.820455
310,184,1336,1,25.29,2024-10-12T18:00:24.820455
311,232,1624,2,19.4,2025-01-08T21:40:19.820455
312,238,910,1,186.91,2024-12-24T20:05:44.820455
313,437,1313,1,100.7,2024-10-19T14:48:46.820455
314,47,744,1,33.81,2024-09-26T16:11:07.820455
315,414,1510,1,107.99,2024-09-27T21:31:23.820455
315,414,1405,2,73.47,2024-09-27T21:31:23.820455
315,414,1144,1,36.62,2024-09-27T21:31:23.820455
316,424,1466,1,53.03,2024-11-10T08:24:45.820455
317,21,603,1,66.4,2024-09-30T18:16:32.820455
318,428,408,1,29.55,2024-10-09T22:22:53.820455
318,428,1545,1,20.46,2024-10-09T22:22:53.820455
318,428,1864,1,8.18,2024-10-09T22:22:53.820455
319,76,1660,1,82.43,2024-11-12T13:46:04.820455
320,365,1042,1,22.94,2024-11-02T19:29:03.820455
320,365,462,1,34.06,2024-11-02T19:29:03.820455
321,496,94,1,25.48,2024-10-24T23:23:56.820455
322,203,716,1,80.05,2025-01-12T05:08:29.820455
323,26,766,1,18.87,2024-12-04T21:19:38.820455
323,26,894,1,84.39,2024-12-04T21:19:38.820455
324,134,1207,1,18.89,2024-12-17T16:46:38.820455
325,16,490,2,67.04,2024-09-27T01:10:13.820455
326,438,964,1,58.39,2025-01-08T02:54:39.820455
327,285,1279,1,38.61,2024-12-26T06:28:34.820455
327,285,1834,1,41.67,2024-12-26T06:28:34.820455
327,285,1041,1,127.38,2024-12-26T06:28:34.820455
328,128,522,2,51.15,2024-10-09T13:53:44.820455
329,237,1721,1,49.92,2024-10-02T14:09:26.820455
330,412,1505,1,28.9,2024-11-29T15:32:11.820455
330,412,713,2,21.41,2024-11-29T15:32:11.820455
330,412,878,1,39.61,2024-11-29T15:32:11.820455
331,63,803,1,35.76,2024-10-04T10:52:56.820455
331,63,1339,1,24.28,2024-10-04T10:52:56.820455
332,32,1231,2,21.2,2025-01-16T18:32:24.820455
333,67,1398,1,15.22,2024-11-05T17:39:38.820455
334,422,717,1,36.28,2024-11-07T01:01:54.820455
335,191,943,1,55.71,2025-02-26T09:23:43.820455
335,191,1068,1,83.82,2025-02-26T09:23:43.820455
335,191,1822,1,35.22,2025-02-26T09:23:43.820455
336,481,1373,1,11.05,2024-11-29T09:55:09.820455
337,44,1776,1,11.52,2024-10-01T07:38:55.820455
337,44,1057,1,32.45,2024-10-01T07:38:55.820455
338,301,1666,1,32.52,2025-01-23T19:52:13.820455
339,470,924,1,18.91,2024-11-08T13:10:37.820455
340,12,1841,1,29.88,2024-11-30T12:47:39.820455
341,102,1203,1,36.52,2024-09-29T09:57:59.820455
342,228,1838,1,36.12,2024-10-20T15:08:09.820455
343,48,1358,1,45.31,2024-10-19T22:31:05.820455
343,48,1700,1,38.23,2024-10-19T22:31:05.820455
344,63,785,1,51.82,2024-11-04T12:00:05.820455
344,63,1711,1,80.29,2024-11-04T12:00:05.820455
345,483,778,1,27.17,2024-12-06T03:13:52.820455
345,483,942,1,66.55,2024-12-06T03:13:52.820455
346,26,210,1,722.12,2024-10-31T16:33:47.820455
347,474,64,1,12.72,2025-02-24T07:20:29.820455
347,474,1754,1,7.66,2025-02-24T07:20:29.820455
348,222,1222,1,42.43,2024-12-23T00:49:42.820455
349,255,78,2,26.07,2025-02-27T11:31:13.820455
350,196,1338,1,26.0,2024-10-14T01:58:52.820455
351,89,213,1,71.04,2024-10-17T23:20:01.820455
352,110,826,1,105.92,2025-01-27T17:15:39.820455
352,110,1657,1,37.89,2025-01-27T17:15:39.820455
353,141,874,1,18.45,2024-11-14T20:38:10.820455
354,229,1188,1,27.67,2024-11-20T15:51:30.820455
355,18,1693,1,66.49,2024-10-04T08:48:21.820455
356,318,1596,1,14.76,2024-09-27T08:54:37.820455
357,126,1826,1,47.16,2024-12-07T10:00:49.820455
